Constituency Code,Constituency Name,ID,COMPANY,Company type,Note,website,Percentage of constituency's properties in this area
E14000882,Poplar and Limehouse,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,1.0%
E14000883,Portsmouth North,PRT,Portsmouth Water,regional water only company,,https://www.portsmouthwater.co.uk/,100.0%
E14000884,Portsmouth South,PRT,Portsmouth Water,regional water only company,,https://www.portsmouthwater.co.uk/,100.0%
E14000885,Preston,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000886,Pudsey,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000887,Putney,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000888,Rayleigh and Wickford,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,99.7%
E14000888,Rayleigh and Wickford,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.3%
E14000889,Reading East,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000890,Reading West,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,98.1%
E14000890,Reading West,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,1.9%
E14000891,Redcar,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000892,Redditch,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000893,Reigate,SES,SES Water,regional water only company,,https://seswater.co.uk/,100.0%
E14000894,Ribble Valley,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,99.9%
E14000894,Ribble Valley,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,0.1%
E14000895,Richmond (Yorks),YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,82.0%
E14000895,Richmond (Yorks),NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,18.0%
E14000896,Richmond Park,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000897,Rochdale,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000897,Rochdale,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,0.0%
E14000898,Rochester and Strood,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,96.2%
E14000898,Rochester and Strood,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,3.0%
E14000898,Rochester and Strood,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.4%
E14000898,Rochester and Strood,LEP,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,0.4%
E14000899,Rochford and Southend East,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000900,Romford,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000901,Romsey and Southampton North,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,96.8%
E14000901,Romsey and Southampton North,SWB,Bournemouth Water (part of South West Water),regional water and sewerage company,,https://www.southwestwater.co.uk/,3.1%
E14000901,Romsey and Southampton North,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,0.2%
E14000902,Rossendale and Darwen,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000902,Rossendale and Darwen,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,0.0%
E14000903,Rother Valley,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,99.9%
E14000903,Rother Valley,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.1%
E14000904,Rotherham,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000905,Rugby,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000906,"Ruislip, Northwood and Pinner",AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14000907,Runnymede and Weybridge,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14000908,Rushcliffe,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000909,Rutland and Melton,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,92.1%
E14000909,Rutland and Melton,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,6.1%
E14000909,Rutland and Melton,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,1.9%
E14000910,Saffron Walden,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,77.0%
E14000910,Saffron Walden,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,23.0%
E14000910,Saffron Walden,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,0.0%
E14000910,Saffron Walden,SSC,Cambridge Water (part of South Staffs Water),regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000911,Salford and Eccles,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,98.6%
E14000911,Salford and Eccles,PWN,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,1.4%
E14000912,Salisbury,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,90.8%
E14000912,Salisbury,SWB,Bournemouth Water (part of South West Water),regional water and sewerage company,,https://www.southwestwater.co.uk/,7.4%
E14000912,Salisbury,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,1.6%
E14000912,Salisbury,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,0.2%
E14000913,Scarborough and Whitby,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000913,Scarborough and Whitby,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000914,Scunthorpe,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000915,Sedgefield,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000916,Sefton Central,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000917,Selby and Ainsty,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,99.8%
E14000917,Selby and Ainsty,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.2%
E14000918,Sevenoaks,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,55.2%
E14000918,Sevenoaks,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,43.9%
E14000918,Sevenoaks,SES,SES Water,regional water only company,,https://seswater.co.uk/,0.9%
E14000919,Sheffield Central,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000920,Sheffield South East,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,52.0%
E14000920,Sheffield South East,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,48.0%
E14000921,"Sheffield, Brightside and Hillsborough",YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000922,"Sheffield, Hallam",YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000922,"Sheffield, Hallam",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000923,"Sheffield, Heeley",YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,99.1%
E14000923,"Sheffield, Heeley",SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.9%
E14000924,Sherwood,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000925,Shipley,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000926,Shrewsbury and Atcham,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000927,Sittingbourne and Sheppey,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,90.5%
E14000927,Sittingbourne and Sheppey,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,9.5%
E14000928,Skipton and Ripon,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000928,Skipton and Ripon,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,0.0%
E14000929,Sleaford and North Hykeham,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000930,Slough,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,99.9%
E14000930,Slough,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.1%
E14000931,Solihull,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000932,Somerton and Frome,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,54.1%
E14000932,Somerton and Frome,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,45.9%
E14000933,South Basildon and East Thurrock,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000934,South Cambridgeshire,SSC,Cambridge Water (part of South Staffs Water),regional water only company,,https://www.south-staffs-water.co.uk/,98.4%
E14000934,South Cambridgeshire,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,1.6%
E14000934,South Cambridgeshire,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.0%
E14000935,South Derbyshire,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,68.5%
E14000935,South Derbyshire,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,31.5%
E14000936,South Dorset,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,100.0%
E14000937,South East Cambridgeshire,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,57.9%
E14000937,South East Cambridgeshire,SSC,Cambridge Water (part of South Staffs Water),regional water only company,,https://www.south-staffs-water.co.uk/,42.0%
E14000937,South East Cambridgeshire,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.1%
E14000937,South East Cambridgeshire,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,0.0%
E14000938,South East Cornwall,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000939,South Holland and The Deepings,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000940,South Leicestershire,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000941,South Norfolk,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000941,South Norfolk,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,0.0%
E14000941,South Norfolk,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000942,South Northamptonshire,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,99.4%
E14000942,South Northamptonshire,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.6%
E14000942,South Northamptonshire,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.0%
E14000942,South Northamptonshire,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000943,South Ribble,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000944,South Shields,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000945,South Staffordshire,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,63.2%
E14000945,South Staffordshire,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,36.8%
E14000946,South Suffolk,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14000946,South Suffolk,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14000947,South Swindon,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000948,South Thanet,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,100.0%
E14000949,South West Bedfordshire,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,55.9%
E14000949,South West Bedfordshire,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,40.3%
E14000949,South West Bedfordshire,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,3.8%
E14000950,South West Devon,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000951,South West Hertfordshire,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,84.6%
E14000951,South West Hertfordshire,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,15.4%
E14000952,South West Norfolk,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,99.4%
E14000952,South West Norfolk,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.6%
E14000953,South West Surrey,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,52.9%
E14000953,South West Surrey,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,47.1%
E14000953,South West Surrey,SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,0.0%
E14000954,South West Wiltshire,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,100.0%
E14000954,South West Wiltshire,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,0.0%
E14000955,"Southampton, Itchen",SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,100.0%
E14000956,"Southampton, Test",SRN,Southern Water,regional water and sewerage company,,https://www.southernwater.co.uk/,100.0%
E14000957,Southend West,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000958,Southport,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000959,Spelthorne,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,77.4%
E14000959,Spelthorne,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,22.6%
E14000960,St Albans,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14000961,St Austell and Newquay,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000962,St Helens North,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000963,St Helens South and Whiston,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000964,St Ives,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14000965,Stafford,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,90.6%
E14000965,Stafford,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,9.4%
E14000966,Staffordshire Moorlands,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000966,Staffordshire Moorlands,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000966,Staffordshire Moorlands,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,0.0%
E14000967,Stalybridge and Hyde,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000968,Stevenage,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14000969,Stockport,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000970,Stockton North,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,98.7%
E14000970,Stockton North,ANH,Hartlepool Water (part of Anglian Water),regional water and sewerage company,,https://www.anglianwater.co.uk/,1.3%
E14000971,Stockton South,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000972,Stoke-on-Trent Central,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000973,Stoke-on-Trent North,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.8%
E14000973,Stoke-on-Trent North,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,0.2%
E14000974,Stoke-on-Trent South,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000975,Stone,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000975,Stone,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,0.0%
E14000976,Stourbridge,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,69.7%
E14000976,Stourbridge,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,30.3%
E14000977,Stratford-on-Avon,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.9%
E14000977,Stratford-on-Avon,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.1%
E14000978,Streatham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000979,Stretford and Urmston,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,99.3%
E14000979,Stretford and Urmston,LEP,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,0.7%
E14000980,Stroud,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000980,Stroud,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,0.0%
E14000981,Suffolk Coastal,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,59.3%
E14000981,Suffolk Coastal,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,40.7%
E14000982,Sunderland Central,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000983,Surrey Heath,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,72.4%
E14000983,Surrey Heath,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,27.6%
E14000984,Sutton and Cheam,SES,SES Water,regional water only company,,https://seswater.co.uk/,98.7%
E14000984,Sutton and Cheam,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,1.3%
E14000985,Sutton Coldfield,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,89.8%
E14000985,Sutton Coldfield,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,10.2%
E14000986,Tamworth,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,100.0%
E14000986,Tamworth,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.0%
E14000987,Tatton,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14000988,Taunton Deane,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,99.9%
E14000988,Taunton Deane,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,0.1%
E14000989,Telford,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000990,Tewkesbury,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.9%
E14000990,Tewkesbury,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.1%
E14000990,Tewkesbury,ICO,Icosa Water Services,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.icosawater.co.uk/,0.0%
E14000991,The Cotswolds,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,77.4%
E14000991,The Cotswolds,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,12.5%
E14000991,The Cotswolds,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,8.9%
E14000991,The Cotswolds,ALB,Albion Water,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.albionwater.co.uk,1.2%
E14000992,The Wrekin,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,100.0%
E14000993,Thirsk and Malton,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14000993,Thirsk and Malton,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,0.0%
E14000994,Thornbury and Yate,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,97.2%
E14000994,Thornbury and Yate,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,2.6%
E14000994,Thornbury and Yate,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,0.1%
E14000994,Thornbury and Yate,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,0.1%
E14000995,Thurrock,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14000996,Tiverton and Honiton,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,99.9%
E14000996,Tiverton and Honiton,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,0.1%
E14000997,Tonbridge and Malling,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,87.0%
E14000997,Tonbridge and Malling,SES,SES Water,regional water only company,,https://seswater.co.uk/,13.0%
E14000997,Tonbridge and Malling,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,0.0%
E14000998,Tooting,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14000999,Torbay,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14001000,Torridge and West Devon,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14001001,Totnes,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14001002,Tottenham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,97.4%
E14001002,Tottenham,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,2.6%
E14001003,Truro and Falmouth,SWB,South West Water,regional water and sewerage company,,https://www.southwestwater.co.uk/,100.0%
E14001004,Tunbridge Wells,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,100.0%
E14001005,Twickenham,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14001006,Tynemouth,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14001007,Uxbridge and South Ruislip,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14001008,Vauxhall,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14001009,Wakefield,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
E14001010,Wallasey,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14001011,Walsall North,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,56.5%
E14001011,Walsall North,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,43.5%
E14001012,Walsall South,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,90.8%
E14001012,Walsall South,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,9.2%
E14001013,Walthamstow,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,100.0%
E14001014,Wansbeck,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14001015,Wantage,TMS,Thames Water,regional water and sewerage company,,https://www.thameswater.co.uk/,94.4%
E14001015,Wantage,SSE,Leep Networks (Water),small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.leeputilities.co.uk/water,5.6%
E14001016,Warley,SSC,South Staffordshire Water,regional water only company,,https://www.south-staffs-water.co.uk/,98.8%
E14001016,Warley,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,1.2%
E14001017,Warrington North,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14001018,Warrington South,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14001019,Warwick and Leamington,SVE,Severn Trent Water,regional water and sewerage company,,https://www.stwater.co.uk/,99.1%
E14001019,Warwick and Leamington,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.9%
E14001020,Washington and Sunderland West,NES,Northumbrian Water,regional water and sewerage company,,https://www.nwl.co.uk/,100.0%
E14001020,Washington and Sunderland West,IWN,Independent Water Networks,small new entrant water/sewerage company (sometimes referred to as a NAV),New entrant (NAV) company,https://www.iwnl.co.uk/,0.0%
E14001021,Watford,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14001022,Waveney,NES,Essex & Suffolk Water (part of Northumbrian Water),regional water and sewerage company,,https://www.nwl.co.uk/,98.9%
E14001022,Waveney,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,1.1%
E14001023,Wealden,SEW,South East Water,regional water only company,,https://www.southeastwater.co.uk/,100.0%
E14001023,Wealden,SES,SES Water,regional water only company,,https://seswater.co.uk/,0.0%
E14001024,Weaver Vale,UUW,United Utilities,regional water and sewerage company,,https://www.unitedutilities.com/,100.0%
E14001025,Wellingborough,ANH,Anglian Water,regional water and sewerage company,,https://www.anglianwater.co.uk/,100.0%
E14001026,Wells,BRL,Bristol Water,regional water only company,,https://www.bristolwater.co.uk/,100.0%
E14001026,Wells,WSX,Wessex Water,regional water and sewerage company,,https://www.wessexwater.co.uk/,0.0%
E14001027,Welwyn Hatfield,AFW,Affinity Water,regional water only company,,https://www.affinitywater.co.uk/,100.0%
E14001028,Wentworth and Dearne,YKY,Yorkshire Water,regional water and sewerage company,,https://www.yorkshirewater.com/,100.0%
